Gene_set,Term,Overlap,P-value,Adjusted P-value,Genes
GO_Biological_Process_2021,potassium ion export across plasma membrane (GO:0097623),1/14,0.0723727130213813,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,positive regulation of stem cell differentiation (GO:2000738),2/17,0.0036593609461457,0.2539576789053526,DHX36;LTBP3
GO_Biological_Process_2021,regulation of histone H4-K16 acetylation (GO:2000618),1/5,0.0264677460982748,0.2539576789053526,BRCA1
GO_Biological_Process_2021,regulation of homophilic cell adhesion (GO:1903385),1/5,0.0264677460982748,0.2539576789053526,PTPRR
GO_Biological_Process_2021,regulation of kidney development (GO:0090183),1/5,0.0264677460982748,0.2539576789053526,BMP4
GO_Biological_Process_2021,ornithine transport (GO:0015822),1/5,0.0264677460982748,0.2539576789053526,SLC7A1
GO_Biological_Process_2021,regulation of phosphatidylinositol biosynthetic process (GO:0010511),1/5,0.0264677460982748,0.2539576789053526,HTR2A
GO_Biological_Process_2021,regulation of protein import (GO:1904589),1/5,0.0264677460982748,0.2539576789053526,BMP4
GO_Biological_Process_2021,positive regulation of cardiac muscle contraction (GO:0060452),1/5,0.0264677460982748,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,positive regulation of cardioblast differentiation (GO:0051891),1/5,0.0264677460982748,0.2539576789053526,DHX36
GO_Biological_Process_2021,"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation (GO:0032831)",1/5,0.0264677460982748,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,positive regulation of cell proliferation involved in heart morphogenesis (GO:2000138),1/5,0.0264677460982748,0.2539576789053526,BMP4
GO_Biological_Process_2021,glucuronate catabolic process (GO:0006064),1/5,0.0264677460982748,0.2539576789053526,SORD
GO_Biological_Process_2021,glucuronate catabolic process to xylulose 5-phosphate (GO:0019640),1/5,0.0264677460982748,0.2539576789053526,SORD
GO_Biological_Process_2021,heart field specification (GO:0003128),1/5,0.0264677460982748,0.2539576789053526,BMP4
GO_Biological_Process_2021,positive regulation of histone H3-K9 acetylation (GO:2000617),1/5,0.0264677460982748,0.2539576789053526,BRCA1
GO_Biological_Process_2021,response to indole-3-methanol (GO:0071680),1/5,0.0264677460982748,0.2539576789053526,BRCA1
GO_Biological_Process_2021,secondary heart field specification (GO:0003139),1/5,0.0264677460982748,0.2539576789053526,BMP4
GO_Biological_Process_2021,regulation of nucleocytoplasmic transport (GO:0046822),2/13,0.0021282383768045,0.2539576789053526,BMP4;PTPN14
GO_Biological_Process_2021,negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),3/80,0.0090771717856064,0.2539576789053526,BMP4;HTT;BRCA1
GO_Biological_Process_2021,lipid biosynthetic process (GO:0008610),3/80,0.0090771717856064,0.2539576789053526,ACSM3;ACSF3;AGPAT4
GO_Biological_Process_2021,positive regulation of SMAD protein signal transduction (GO:0060391),2/14,0.002474294254998,0.2539576789053526,BMP4;RBPMS
GO_Biological_Process_2021,nervous system development (GO:0007399),8/447,0.0027726692784178,0.2539576789053526,ZEB2;ACTL6B;ZIC1;NAV2;PCDHB12;PCDHB11;KALRN;DCLK1
GO_Biological_Process_2021,regulation of cytoplasmic translation (GO:2000765),2/15,0.0028450121422312,0.2539576789053526,DHX36;CPEB4
GO_Biological_Process_2021,macrophage differentiation (GO:0030225),2/15,0.0028450121422312,0.2539576789053526,BMP4;HLA-DRB1
GO_Biological_Process_2021,long-chain fatty-acyl-CoA metabolic process (GO:0035336),2/24,0.0072476085382913,0.2539576789053526,TECR;ACSF3
GO_Biological_Process_2021,endothelial cell proliferation (GO:0001935),2/18,0.0041024606560516,0.2539576789053526,BMP4;PROK2
GO_Biological_Process_2021,long-chain fatty-acyl-CoA biosynthetic process (GO:0035338),2/18,0.0041024606560516,0.2539576789053526,TECR;ACSF3
GO_Biological_Process_2021,aspartate family amino acid catabolic process (GO:0009068),2/19,0.0045691599315144,0.2539576789053526,ASPA;DDO
GO_Biological_Process_2021,interferon-gamma-mediated signaling pathway (GO:0060333),3/68,0.0057983097455123,0.2539576789053526,TRIM31;CD44;HLA-DRB1
GO_Biological_Process_2021,fatty acid biosynthetic process (GO:0006633),3/71,0.0065367973947578,0.2539576789053526,ACSM3;TECR;ACSF3
GO_Biological_Process_2021,regulation of SMAD protein signal transduction (GO:0060390),2/23,0.0066667760218244,0.2539576789053526,BMP4;RBPMS
GO_Biological_Process_2021,hyaluronan metabolic process (GO:0030212),2/23,0.0066667760218244,0.2539576789053526,HAS1;CD44
GO_Biological_Process_2021,cellular response to organonitrogen compound (GO:0071417),4/103,0.0022809372270645,0.2539576789053526,GABRB1;KCNQ1;BRCA1;CPEB4
GO_Biological_Process_2021,atrial cardiac muscle cell membrane repolarization (GO:0099624),1/5,0.0264677460982748,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,regulation of cardioblast differentiation (GO:0051890),1/5,0.0264677460982748,0.2539576789053526,DHX36
GO_Biological_Process_2021,BMP signaling pathway involved in heart development (GO:0061312),1/5,0.0264677460982748,0.2539576789053526,BMP4
GO_Biological_Process_2021,regulation of cell proliferation involved in heart morphogenesis (GO:2000136),1/5,0.0264677460982748,0.2539576789053526,BMP4
GO_Biological_Process_2021,cellular response to indole-3-methanol (GO:0071681),1/5,0.0264677460982748,0.2539576789053526,BRCA1
GO_Biological_Process_2021,regulation of glomerular mesangial cell proliferation (GO:0072124),1/5,0.0264677460982748,0.2539576789053526,BMP4
GO_Biological_Process_2021,L-arginine import across plasma membrane (GO:0097638),1/5,0.0264677460982748,0.2539576789053526,SLC7A1
GO_Biological_Process_2021,lung morphogenesis (GO:0060425),1/5,0.0264677460982748,0.2539576789053526,BMP4
GO_Biological_Process_2021,membrane repolarization during atrial cardiac muscle cell action potential (GO:0098914),1/5,0.0264677460982748,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,membrane repolarization during ventricular cardiac muscle cell action potential (GO:0098915),1/5,0.0264677460982748,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,metanephric renal vesicle morphogenesis (GO:0072283),1/5,0.0264677460982748,0.2539576789053526,BMP4
GO_Biological_Process_2021,xylulose 5-phosphate biosynthetic process (GO:1901159),1/5,0.0264677460982748,0.2539576789053526,SORD
GO_Biological_Process_2021,cellular response to interferon-gamma (GO:0071346),3/121,0.0272051690801703,0.2539576789053526,TRIM31;HLA-DRB1;CD44
GO_Biological_Process_2021,potassium ion transport (GO:0006813),3/122,0.0277852720888335,0.2539576789053526,KCNH5;KCNQ1;KCNAB3
GO_Biological_Process_2021,fatty acid metabolic process (GO:0006631),3/124,0.0289652205979106,0.2539576789053526,PON3;ACSM3;ACSF3
GO_Biological_Process_2021,cellular response to organic cyclic compound (GO:0071407),4/150,0.0086376441153449,0.2539576789053526,GABRB1;KCNQ1;INSIG1;BRCA1
GO_Biological_Process_2021,regulation of thymocyte apoptotic process (GO:0070243),1/6,0.0316774286006728,0.2539576789053526,BMP4
GO_Biological_Process_2021,positive regulation of immune response to tumor cell (GO:0002839),1/6,0.0316774286006728,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,positive regulation of ion transmembrane transport (GO:0034767),1/6,0.0316774286006728,0.2539576789053526,TRPC6
GO_Biological_Process_2021,positive regulation of kidney development (GO:0090184),1/6,0.0316774286006728,0.2539576789053526,BMP4
GO_Biological_Process_2021,imitative learning (GO:0098596),1/6,0.0316774286006728,0.2539576789053526,HTT
GO_Biological_Process_2021,L-arginine transmembrane transport (GO:1903400),1/6,0.0316774286006728,0.2539576789053526,SLC7A1
GO_Biological_Process_2021,L-ornithine transmembrane transport (GO:1903352),1/6,0.0316774286006728,0.2539576789053526,SLC7A1
GO_Biological_Process_2021,mesenchymal to epithelial transition involved in metanephros morphogenesis (GO:0003337),1/6,0.0316774286006728,0.2539576789053526,BMP4
GO_Biological_Process_2021,positive regulation of T cell mediated immune response to tumor cell (GO:0002842),1/6,0.0316774286006728,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,metanephric collecting duct development (GO:0072205),1/6,0.0316774286006728,0.2539576789053526,BMP4
GO_Biological_Process_2021,vocal learning (GO:0042297),1/6,0.0316774286006728,0.2539576789053526,HTT
GO_Biological_Process_2021,protein deubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0071947),1/6,0.0316774286006728,0.2539576789053526,OTUD7A
GO_Biological_Process_2021,protein localization to non-motile cilium (GO:0097499),1/6,0.0316774286006728,0.2539576789053526,ARL13B
GO_Biological_Process_2021,regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),4/224,0.0323399639299462,0.2539576789053526,DHX36;TNFRSF19;OTUD7A;HLA-DRB1
GO_Biological_Process_2021,epithelial tube branching involved in lung morphogenesis (GO:0060441),1/6,0.0316774286006728,0.2539576789053526,BMP4
GO_Biological_Process_2021,regulation of osteoblast differentiation (GO:0045667),2/83,0.0729784256732737,0.2551619775338923,BMP4;NBR1
GO_Biological_Process_2021,positive regulation of histone H3-K4 methylation (GO:0051571),1/15,0.0773389858025288,0.2574434732878699,BRCA1
GO_Biological_Process_2021,positive regulation of heterotypic cell-cell adhesion (GO:0034116),1/15,0.0773389858025288,0.2574434732878699,CD44
GO_Biological_Process_2021,positive regulation of chromosome organization (GO:2001252),1/15,0.0773389858025288,0.2574434732878699,DHX36
GO_Biological_Process_2021,G protein-coupled glutamate receptor signaling pathway (GO:0007216),1/15,0.0773389858025288,0.2574434732878699,GRM2
GO_Biological_Process_2021,membrane repolarization during cardiac muscle cell action potential (GO:0086013),1/15,0.0773389858025288,0.2574434732878699,KCNQ1
GO_Biological_Process_2021,negative regulation of mRNA processing (GO:0050686),1/15,0.0773389858025288,0.2574434732878699,SAP18
GO_Biological_Process_2021,regulation of secretion (GO:0051046),1/15,0.0773389858025288,0.2574434732878699,KCNQ1
GO_Biological_Process_2021,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)",1/15,0.0773389858025288,0.2574434732878699,DHX36
GO_Biological_Process_2021,cellular response to arsenic-containing substance (GO:0071243),1/15,0.0773389858025288,0.2574434732878699,DHX36
GO_Biological_Process_2021,regulation of branching involved in ureteric bud morphogenesis (GO:0090189),1/15,0.0773389858025288,0.2574434732878699,BMP4
GO_Biological_Process_2021,steroid hormone mediated signaling pathway (GO:0043401),1/15,0.0773389858025288,0.2574434732878699,BMP4
GO_Biological_Process_2021,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)",1/15,0.0773389858025288,0.2574434732878699,DHX36
GO_Biological_Process_2021,positive regulation of natural killer cell activation (GO:0032816),1/15,0.0773389858025288,0.2574434732878699,KLRC2
GO_Biological_Process_2021,lipoxygenase pathway (GO:0019372),1/15,0.0773389858025288,0.2574434732878699,PON3
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),17/2206,0.0779913706997815,0.2587290522873298,ACTL6B;ZNF34;BRCA1;NPAS3;RGMA;BMP4;RXRB;ZEB2;AEBP2;DHX36;PRDM16;ZIC1;HOXC4;SAP18;SP8;ZNF577;TCFL5
GO_Biological_Process_2021,neural tube development (GO:0021915),1/16,0.0822789179300537,0.2613565628366412,ARL13B
GO_Biological_Process_2021,regulation of monocyte differentiation (GO:0045655),1/16,0.0822789179300537,0.2613565628366412,HLA-DRB1
GO_Biological_Process_2021,positive regulation of collagen biosynthetic process (GO:0032967),1/16,0.0822789179300537,0.2613565628366412,BMP4
GO_Biological_Process_2021,glutamine family amino acid catabolic process (GO:0009065),1/16,0.0822789179300537,0.2613565628366412,ARHGAP11B
GO_Biological_Process_2021,membrane repolarization (GO:0086009),1/16,0.0822789179300537,0.2613565628366412,KCNQ1
GO_Biological_Process_2021,mesenchyme development (GO:0060485),1/16,0.0822789179300537,0.2613565628366412,BMP4
GO_Biological_Process_2021,epiboly involved in wound healing (GO:0090505),1/16,0.0822789179300537,0.2613565628366412,CD44
GO_Biological_Process_2021,negative regulation of histone modification (GO:0031057),1/16,0.0822789179300537,0.2613565628366412,BRCA1
GO_Biological_Process_2021,negative regulation of lyase activity (GO:0051350),1/16,0.0822789179300537,0.2613565628366412,GRM2
GO_Biological_Process_2021,cellular response to sterol (GO:0036315),1/16,0.0822789179300537,0.2613565628366412,INSIG1
GO_Biological_Process_2021,negative regulation of angiogenesis (GO:0016525),2/87,0.0791477861823287,0.2613565628366412,SEMA3E;EPN2
GO_Biological_Process_2021,regulation of GTPase activity (GO:0043087),3/189,0.0809899296827891,0.2613565628366412,ARHGAP11B;ADAP1;NGEF
GO_Biological_Process_2021,3'-UTR-mediated mRNA destabilization (GO:0061158),1/16,0.0822789179300537,0.2613565628366412,DHX36
GO_Biological_Process_2021,epithelial cell morphogenesis (GO:0003382),1/17,0.0871926477709183,0.2623877821465407,CCDC88C
GO_Biological_Process_2021,embryo development ending in birth or egg hatching (GO:0009792),1/17,0.0871926477709183,0.2623877821465407,BRCA1
GO_Biological_Process_2021,pharyngeal system development (GO:0060037),1/17,0.0871926477709183,0.2623877821465407,BMP4
GO_Biological_Process_2021,cell surface receptor signaling pathway involved in heart development (GO:0061311),1/17,0.0871926477709183,0.2623877821465407,BMP4
GO_Biological_Process_2021,regulation of cellular respiration (GO:0043457),1/17,0.0871926477709183,0.2623877821465407,PRDM16
GO_Biological_Process_2021,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254),1/17,0.0871926477709183,0.2623877821465407,CD44
GO_Biological_Process_2021,negative regulation of fatty acid metabolic process (GO:0045922),1/17,0.0871926477709183,0.2623877821465407,BRCA1
GO_Biological_Process_2021,pulmonary valve morphogenesis (GO:0003184),1/17,0.0871926477709183,0.2623877821465407,BMP4
GO_Biological_Process_2021,regulation of intracellular signal transduction (GO:1902531),5/437,0.0854960187295118,0.2623877821465407,ARHGAP11B;GRM2;BRCA1;KALRN;NGEF
GO_Biological_Process_2021,negative regulation of translation (GO:0017148),2/90,0.0838782567932498,0.2623877821465407,DHX36;CPEB4
GO_Biological_Process_2021,positive regulation of stem cell proliferation (GO:2000648),1/17,0.0871926477709183,0.2623877821465407,LTBP3
GO_Biological_Process_2021,negative regulation of viral entry into host cell (GO:0046597),1/17,0.0871926477709183,0.2623877821465407,TRIM31
GO_Biological_Process_2021,mesonephric tubule development (GO:0072164),1/17,0.0871926477709183,0.2623877821465407,BMP4
GO_Biological_Process_2021,muscle tissue morphogenesis (GO:0060415),1/17,0.0871926477709183,0.2623877821465407,BMP4
GO_Biological_Process_2021,positive regulation of collagen metabolic process (GO:0010714),1/17,0.0871926477709183,0.2623877821465407,BMP4
GO_Biological_Process_2021,positive regulation of heart rate (GO:0010460),1/17,0.0871926477709183,0.2623877821465407,KCNQ1
GO_Biological_Process_2021,negative regulation of cell differentiation (GO:0045596),3/191,0.0829813755409551,0.2623877821465407,BMP4;ANKRD26;NBR1
GO_Biological_Process_2021,negative regulation of MAPK cascade (GO:0043409),2/94,0.0903159982033329,0.2639430617936382,BMP4;PTPRR
GO_Biological_Process_2021,pulmonary valve development (GO:0003177),1/18,0.0920803129872449,0.2639430617936382,BMP4
GO_Biological_Process_2021,regulation of histone H3-K4 methylation (GO:0051569),1/19,0.0969420504735893,0.2639430617936382,BRCA1
GO_Biological_Process_2021,branching involved in ureteric bud morphogenesis (GO:0001658),1/19,0.0969420504735893,0.2639430617936382,BMP4
GO_Biological_Process_2021,negative regulation of RNA splicing (GO:0033119),1/19,0.0969420504735893,0.2639430617936382,SAP18
GO_Biological_Process_2021,regulation of centriole replication (GO:0046599),1/19,0.0969420504735893,0.2639430617936382,BRCA1
GO_Biological_Process_2021,regulation of collagen biosynthetic process (GO:0032965),1/19,0.0969420504735893,0.2639430617936382,BMP4
GO_Biological_Process_2021,cellular glucuronidation (GO:0052695),1/19,0.0969420504735893,0.2639430617936382,UGT2B28
GO_Biological_Process_2021,ureteric bud development (GO:0001657),1/19,0.0969420504735893,0.2639430617936382,BMP4
GO_Biological_Process_2021,positive regulation of cilium assembly (GO:0045724),1/19,0.0969420504735893,0.2639430617936382,HTT
